CASE_ID,PARTY_NUMBER,PARTY_TYPE,AT_FAULT,PARTY_SEX,PARTY_AGE,PARTY_SOBRIETY,PARTY_DRUG_PHYSICAL,DIR_OF_TRAVEL,PARTY_SAFETY_EQUIP_1,PARTY_SAFETY_EQUIP_2,FINAN_RESPONS,SP_INFO_1,SP_INFO_2,SP_INFO_3,OAF_VIOLATION_CODE,OAF_VIOL_CAT,OAF_VIOL_SECTION,OAF_VIOLATION_SUFFIX,OAF_1,OAF_2,PARTY_NUMBER_KILLED,PARTY_NUMBER_INJURED,MOVE_PRE_ACC,VEHICLE_YEAR,VEHICLE_MAKE,STWD_VEHICLE_TYPE,CHP_VEH_TYPE_TOWING,CHP_VEH_TYPE_TOWED,RACE,INATTENTION,SPECIAL_INFO_F,SPECIAL_INFO_G,ACCIDENT_YEAR
7009997,1,1,Y,M,998,G,G,E,-,-,,-,-,-,-,"- ",,,-,-,0,0,E,,BMW,-,,,W,,-,-,2014
7009997,2,4,N,M,19,A,-,N,-,-,O,-,3,-,-,"- ",,,-,-,0,1,B,,-,L,04,,H,,-,-,2014
6565946,1,4,Y,M,30,A,-,E,-,-,O,-,3,-,-,"- ",,,N,-,0,1,B,,-,L,04,,A,,-,-,2014
7029319,1,1,Y,M,48,G,G,S,M,B,,-,3,-,-,"- ",,,N,-,0,0,B,2012,FORD,A,07,,O,,-,-,2015
7029319,2,4,N,M,25,A,-,E,-,-,O,-,3,-,-,"- ",,,N,-,0,1,B,,-,L,04,,B,,-,-,2015
6565972,1,1,Y,M,64,A,-,E,M,E,Y,-,3,-,-,"- ",,,-,-,0,0,D,2005,CADILLAC,A,01,,W,,-,-,2014
6565972,2,4,N,M,23,A,-,N,-,-,O,-,3,-,-,"- ",,,-,-,0,1,B,,-,L,04,,H,,-,-,2014
6566088,1,4,Y,-,998,G,G,S,-,-,O,-,-,-,-,"- ",,,-,-,0,0,B,,-,L,04,,,,-,-,2014
6566088,2,4,N,M,33,G,G,S,-,-,O,-,-,-,-,"- ",,,-,-,0,1,B,,-,L,04,,W,,-,-,2014
6636854,1,4,Y,M,24,A,-,-,-,-,O,-,3,-,-,"- ",,,M,-,0,1,B,,-,L,04,,W,,-,-,2014
6997856,1,4,Y,M,44,A,-,E,-,-,O,-,3,-,-,"- ",,,A,E,0,1,J,,-,L,04,,B,,-,-,2014
6997856,2,1,N,M,42,A,-,E,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,B,2008,KENWORTH,-,,31,A,,-,-,2014
7007037,1,4,N,M,18,A,-,S,-,-,O,-,-,-,,25,22350,,A,-,0,1,B,,-,L,04,,H,,-,-,2014
7007037,2,1,N,M,28,A,-,S,-,-,Y,-,-,-,-,"- ",,,N,-,0,0,O,2013,HONDA,A,01,,A,,-,-,2014
7008003,1,4,Y,M,29,A,-,E,-,-,O,-,3,-,-,"- ",,,N,-,0,1,B,,-,L,04,,W,,-,-,2014
7008003,2,1,N,M,48,A,-,E,M,G,,-,3,-,-,"- ",,,N,-,0,0,D,2014,BMW,A,01,,W,,-,-,2014
7027452,1,1,Y,F,998,G,G,E,M,B,N,-,3,-,-,"- ",,,N,-,0,0,E,2015,NISSAN,A,01,,B,,-,-,2015
7027452,2,4,N,M,28,A,-,W,-,-,O,-,3,-,-,"- ",,,N,-,0,1,B,,-,L,04,,W,,-,-,2015
7034726,1,1,Y,F,38,A,-,W,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,E,1998,TOYOTA,A,08,,H,,-,-,2015
7034726,2,4,N,M,37,A,-,S,-,-,O,-,3,-,-,"- ",,,N,-,0,1,B,,-,L,04,,W,,-,-,2015
7029238,1,1,Y,-,998,D,-,S,-,-,,-,3,-,-,"- ",,,N,-,0,0,B,,-,A,01,,,,-,-,2015
7029238,2,4,N,M,31,B,-,S,-,-,O,-,3,-,-,"- ",,,N,-,0,1,B,,-,L,04,,H,,-,-,2015
7029266,1,1,Y,M,24,A,-,W,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,E,2013,HONDA,A,01,,B,,-,-,2015
7029266,2,4,N,M,28,A,-,E,-,-,O,-,3,-,-,"- ",,,N,-,0,1,B,,-,L,04,,W,,-,-,2015
7035841,1,3,Y,-,998,A,-,E,-,-,O,-,3,-,-,"- ",,,N,-,0,0,O,1996,BMW,A,01,,,,-,-,2014
7035841,2,4,N,F,54,A,-,E,-,-,O,-,3,-,-,"- ",,,N,-,0,1,B,,-,L,04,,W,,-,-,2014
7035856,1,4,Y,F,19,D,-,S,-,-,O,-,3,-,-,"- ",,,F,L,0,1,B,,-,L,04,,H,K,-,-,2014
7010073,1,4,N,M,21,A,-,E,-,-,O,-,3,-,-,"- ",,,N,-,0,1,B,,-,L,04,,H,,-,-,2014
7010073,2,3,N,-,998,A,-,E,-,-,O,-,3,-,-,"- ",,,N,-,0,0,O,2014,FORD,A,08,,,,-,-,2014
7035933,1,3,Y,-,998,A,-,W,-,-,O,-,3,-,-,"- ",,,N,-,0,1,O,2011,HYUNDAI,A,01,,,,-,-,2014
7035933,2,4,N,M,998,G,G,W,-,-,O,-,-,-,-,"- ",,,N,-,0,0,B,,-,L,04,,W,,-,-,2014
7010077,1,3,Y,-,998,A,-,E,-,-,O,-,3,-,-,"- ",,,M,-,0,0,A,1995,TOYOTA,A,01,,,,-,-,2014
7010077,2,4,N,M,14,A,-,E,-,-,O,-,3,-,-,"- ",,,N,-,0,1,B,,-,L,04,,O,,-,-,2014
7014998,1,4,Y,M,27,A,-,E,-,-,O,-,3,-,-,"- ",,,N,-,0,1,B,,-,L,04,,W,,-,-,2014
7014998,2,1,N,M,44,A,-,E,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,H,2012,FORD,A,07,,O,,-,-,2014
7015018,1,1,Y,M,56,A,-,W,M,H,Y,-,3,-,-,"- ",,,N,-,0,0,O,1993,FORD,A,08,,O,,-,-,2014
7015018,2,4,N,M,24,A,-,W,-,-,O,-,3,-,-,"- ",,,N,-,0,1,B,,-,L,04,,H,,-,-,2014
7015028,1,1,Y,M,48,D,-,S,M,B,Y,-,3,-,-,"- ",,,N,-,0,0,O,2010,NISSAN,A,01,,W,,-,-,2014
7015028,2,4,N,F,47,A,-,S,-,-,O,-,3,-,-,"- ",,,N,-,0,1,B,,-,L,04,,W,,-,-,2014
7037398,1,1,Y,M,51,A,-,E,M,C,,-,3,-,-,"- ",,,N,-,0,0,I,2002,"OTHER - BUS",I,11,,O,,-,-,2015
7037398,2,4,N,F,23,A,-,E,-,-,O,-,3,-,-,"- ",,,N,-,0,1,B,,-,L,04,,A,,-,-,2015
7037415,1,4,Y,M,63,A,-,E,-,-,O,-,3,-,,27,21651,A,A,N,0,1,P,,-,L,04,,A,,-,-,2015
7037415,2,1,N,M,21,A,-,E,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,B,2001,VOLKSWAGEN,A,01,,A,,-,-,2015
7037419,1,1,Y,M,43,A,-,N,M,G,Y,-,3,-,-,"- ",,,F,-,0,0,H,2012,TOYOTA,A,01,,B,K,-,-,2015
7037419,2,4,N,M,28,A,-,N,-,-,O,-,3,-,-,"- ",,,N,-,0,1,H,,-,L,04,,W,,-,-,2015
7038575,1,1,N,M,49,A,-,W,M,C,Y,-,3,-,-,"- ",,,N,-,0,0,B,2015,TOYOTA,A,08,,W,,-,-,2015
7038575,2,4,N,M,50,A,-,N,-,-,O,-,3,-,-,"- ",,,N,-,0,1,B,,-,L,04,,W,,-,-,2015
7038651,1,3,Y,-,998,A,-,E,-,-,O,-,3,-,-,"- ",,,N,-,0,0,O,2011,SCION,A,01,,,,-,-,2015
7038651,2,4,N,F,36,A,-,E,-,-,O,-,3,-,-,"- ",,,N,-,0,1,B,,-,L,04,,W,,-,-,2015
7038651,3,1,N,F,998,G,G,E,-,-,,-,3,-,-,"- ",,,N,-,0,0,B,,VOLVO,A,01,,W,,-,-,2015
7015058,1,4,Y,M,47,D,-,S,-,-,O,-,3,-,-,"- ",,,N,-,0,1,B,,-,L,04,,W,,-,-,2014
7015058,2,1,N,M,56,A,-,E,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,B,2012,TOYOTA,A,01,,O,,-,-,2014
7015103,1,4,Y,M,33,A,-,E,-,-,O,-,3,-,-,"- ",,,A,-,0,1,B,,-,L,04,,H,,-,-,2014
7015103,2,1,N,M,72,A,-,N,B,-,Y,-,3,-,-,"- ",,,N,-,0,0,D,1997,HONDA,A,01,,,,-,-,2014
7052236,1,1,N,M,47,A,-,N,M,G,Y,-,3,-,,34,21950,A,A,N,0,0,D,2015,SMART,A,01,,W,,-,-,2015
7052236,2,4,N,F,27,A,-,W,-,-,O,-,3,-,-,"- ",,,A,-,0,1,B,,-,L,04,,W,,-,-,2015
7052309,1,1,Y,M,998,G,G,E,-,-,,-,-,-,,19,20001,A,A,-,0,0,A,2011,TOYOTA,C,02,,O,,-,-,2015
7052309,2,4,N,M,56,A,-,E,-,-,O,-,-,-,-,"- ",,,A,-,0,1,I,,-,L,04,,W,,-,-,2015
7052316,1,1,Y,M,27,H,H,N,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,E,2007,HONDA,A,01,,W,,-,-,2015
7052316,2,4,N,M,46,H,H,S,-,-,O,-,3,-,-,"- ",,,N,-,0,1,B,,-,L,04,,W,,-,-,2015
7052327,1,4,Y,M,34,-,,N,-,-,O,-,-,-,-,"- ",,,-,-,0,1,-,,-,L,04,,O,,-,-,2015
7052327,2,1,N,M,46,A,-,E,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,B,2012,DODGE,-,,,W,,-,-,2015
7052330,1,1,Y,M,998,G,G,W,-,B,,-,3,-,,47,20003,A,A,N,0,0,E,,MERCEDES-BENZ,A,01,,W,,-,-,2015
7052330,2,4,N,M,25,C,-,S,-,-,O,-,3,-,-,"- ",,,N,-,0,1,B,,-,L,04,,A,,-,-,2015
7015143,1,1,Y,M,66,A,-,W,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,J,2007,TOYOTA,A,01,,W,,-,-,2014
7015143,2,4,N,F,36,A,-,-,-,-,O,-,3,-,-,"- ",,,N,-,0,1,B,,-,L,04,,W,,-,-,2014
7059703,1,1,Y,M,998,-,-,N,-,-,,-,-,-,-,"- ",,,-,-,0,0,J,,-,A,07,,W,,-,-,2015
7059703,2,4,N,F,28,-,-,N,-,-,O,-,-,-,-,"- ",,,-,-,0,1,B,,-,L,04,,H,,-,-,2015
7015220,1,1,Y,M,39,A,-,E,M,G,Y,-,3,-,-,"- ",,,H,N,0,0,L,2005,HONDA,A,01,,O,,-,-,2014
7015220,2,4,N,F,26,A,-,E,-,-,O,-,3,-,-,"- ",,,N,-,0,1,B,,-,L,04,,W,,-,-,2014
7015326,1,1,Y,M,32,A,-,E,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,D,2012,GMC,A,01,,W,,-,-,2014
7015326,2,4,N,M,25,A,-,E,P,W,O,-,3,-,-,"- ",,,N,-,0,1,B,,-,L,04,,W,,-,-,2014
7023485,1,1,Y,M,998,-,-,S,-,-,,-,-,-,,19,20001,,A,-,0,0,B,,-,-,,,W,,-,-,2014
7023485,2,4,N,M,32,A,-,S,-,-,O,-,3,-,-,"- ",,,N,-,0,1,B,,-,L,04,,W,,-,-,2014
7025541,1,1,Y,M,25,A,-,E,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,E,2012,HONDA,A,01,,O,,-,-,2015
7025541,2,4,N,M,30,A,-,N,-,-,O,-,3,-,-,"- ",,,N,-,0,2,B,,-,L,04,,A,,-,-,2015
7025576,1,4,Y,F,27,A,-,E,-,-,O,-,3,-,-,"- ",,,N,-,0,1,B,,ACADIAN,L,04,,W,,-,-,2015
7025576,2,1,N,M,44,A,-,S,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,D,2013,TOYOTA,A,01,,O,,-,-,2015
7025589,1,1,Y,M,998,G,G,S,-,-,,-,3,-,-,"- ",,,N,-,0,0,B,,-,-,,,B,,-,-,2015
7025589,2,4,N,F,34,A,-,W,-,-,O,-,3,-,-,"- ",,,N,-,0,1,B,,-,L,04,,H,,-,-,2015
7025885,1,4,N,M,70,A,-,W,-,-,O,-,3,-,-,"- ",,,N,-,0,1,A,,-,L,04,,W,,-,-,2014
7035292,1,3,Y,-,998,A,-,-,-,-,O,-,3,-,-,"- ",,,F,-,0,0,O,1995,NISSAN,A,01,,,K,-,-,2014
7035292,2,4,N,M,24,A,-,E,-,-,O,-,3,-,-,"- ",,,K,-,0,1,B,,-,L,04,,W,,-,-,2014
7035292,3,1,N,M,36,A,-,E,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,J,2011,TOYOTA,A,01,,O,,-,-,2014
7100047,1,1,Y,M,49,A,-,S,M,G,Y,-,3,-,-,"- ",,,F,-,0,0,B,2012,FORD,A,01,,A,-,-,-,2015
7100047,2,4,N,F,35,A,-,E,-,-,O,-,3,-,-,"- ",,,N,-,0,1,B,,-,L,04,,W,,-,-,2015
7035781,1,4,Y,M,25,A,-,W,-,-,O,-,3,-,-,"- ",,,N,-,0,1,B,,-,L,04,,A,,-,-,2014
7035781,2,1,N,M,30,A,-,W,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,D,2013,FORD,D,22,,W,,-,-,2014
7100249,1,4,Y,F,23,A,-,S,-,-,O,-,3,-,,44,21657,,A,N,0,1,Q,,-,L,04,,W,,-,-,2015
7100249,2,1,N,M,42,A,-,W,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,D,2015,FORD,A,01,,W,,-,-,2015
7035901,1,4,Y,M,60,A,-,E,-,-,O,-,3,-,-,"- ",,,N,-,0,1,B,,-,L,04,,B,,-,-,2014
7035901,2,1,N,M,24,A,-,N,M,G,Y,-,3,-,,47,16028,C,A,N,0,0,B,2005,VOLVO,A,01,,A,,-,-,2014
7035989,1,4,Y,M,50,A,-,W,-,-,O,-,3,-,,31,22107,,A,-,0,1,E,,-,L,04,,W,,-,-,2014
7035998,1,4,N,F,66,A,-,N,-,-,O,-,3,-,-,"- ",,,N,-,0,1,B,,-,L,04,,A,,-,-,2014
7036497,1,1,Y,M,20,A,-,W,M,G,N,-,3,-,,47,12500,A,A,-,0,0,D,,-,A,01,,H,,-,-,2014
7036497,2,4,N,M,20,A,-,W,-,-,O,-,3,-,-,"- ",,,N,-,0,1,D,,-,L,04,,H,,-,-,2014
7101016,1,1,Y,M,44,A,-,W,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,E,2000,VOLKSWAGEN,A,01,,A,,-,-,2014
7101016,2,4,N,F,28,A,-,E,-,-,O,-,3,-,-,"- ",,,A,-,0,1,B,,-,L,04,,W,,-,-,2014
7032815,1,4,Y,M,15,H,H,W,-,-,O,-,3,-,,00,21212,A,A,-,0,1,J,,-,L,04,,H,,-,-,2015
7032815,2,1,N,M,30,H,H,W,M,C,Y,-,3,-,-,"- ",,,N,-,0,0,B,2014,TOYOTA,A,01,,B,,-,-,2015
7032824,1,1,Y,F,20,A,-,W,M,B,N,-,-,-,,47,20003,A,A,N,0,0,E,2013,JEEP,A,01,,B,,-,-,2015
7032824,2,4,N,M,27,A,-,E,-,-,O,-,-,-,-,"- ",,,N,-,0,1,B,,-,L,04,,W,,-,-,2015
7032881,1,4,Y,M,47,A,-,W,-,-,O,-,3,-,-,"- ",,,N,-,0,1,E,,-,L,04,,H,,-,-,2015
7032881,2,1,N,M,51,A,-,E,-,-,Y,-,3,-,-,"- ",,,N,-,0,0,B,1997,FORD,A,07,,H,,-,-,2015
7101142,1,1,Y,M,34,A,-,W,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,E,2012,TOYOTA,A,01,,A,,-,-,2015
7101142,2,4,N,M,31,A,-,E,-,-,O,-,3,-,-,"- ",,,N,-,0,1,B,,-,L,04,,W,,-,-,2015
7101144,1,4,Y,M,28,A,-,S,-,-,O,-,3,-,-,"- ",,,N,-,0,1,B,,-,L,04,,H,,-,-,2015
7101144,2,1,N,M,24,A,-,W,M,C,,-,3,-,-,"- ",,,N,-,0,0,D,2001,LEXUS,A,01,,W,,-,-,2015
7034595,1,4,N,M,32,D,-,-,-,-,O,-,-,-,-,"- ",,,N,-,0,1,R,,-,L,04,,W,,-,-,2015
7034599,1,1,Y,M,73,A,-,E,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,D,2001,FORD,A,08,,A,,-,-,2015
7034599,2,4,N,M,48,A,-,E,-,-,O,-,3,-,-,"- ",,,N,-,0,1,B,,-,L,04,,A,,-,-,2015
7034619,1,4,Y,M,27,A,-,E,-,-,O,-,3,-,-,"- ",,,N,-,0,1,B,,-,L,04,,W,,-,-,2015
7034619,2,3,N,-,998,-,,E,-,-,O,-,-,-,-,"- ",,,-,-,0,0,-,,BMW,A,01,,,,-,-,2015
7034635,1,3,Y,-,998,A,-,E,-,-,O,-,3,-,-,"- ",,,N,-,0,0,A,2012,HONDA,A,01,,,,-,-,2015
7034635,2,4,N,M,31,A,-,E,-,-,O,-,3,-,-,"- ",,,N,-,0,1,B,,-,L,04,,H,,-,-,2015
7100009,1,4,Y,M,63,A,-,E,-,-,O,-,3,-,-,"- ",,,N,-,0,1,B,,-,L,04,,H,,-,-,2015
7100009,2,1,N,F,50,A,-,E,M,C,Y,-,3,-,-,"- ",,,N,-,0,0,D,2006,HONDA,A,07,,B,,-,-,2015
7101631,1,1,Y,M,69,A,-,S,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,D,2014,FORD,A,01,,W,,-,-,2015
7101631,2,4,N,M,39,A,-,S,-,-,O,-,3,-,-,"- ",,,N,-,0,1,B,,-,L,04,,W,,-,-,2015
7101644,1,3,Y,-,998,A,-,N,-,-,O,-,3,-,-,"- ",,,N,-,0,0,O,2008,TOYOTA,A,07,,,,-,-,2015
7101644,2,4,N,M,39,A,-,N,-,-,O,-,3,-,-,"- ",,,N,-,0,1,B,,-,L,04,,W,,-,-,2015
7101678,1,4,Y,M,20,A,-,W,-,-,O,-,3,-,-,"- ",,,N,-,0,1,Q,,-,L,04,,A,,-,-,2015
7101678,2,1,N,M,62,A,-,E,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,L,2011,FORD,A,08,,A,,-,-,2015
7101856,1,1,Y,M,21,A,-,W,M,C,Y,-,3,-,,47,22517,,A,-,0,0,A,2015,MAZDA,A,01,,A,,-,-,2015
7101856,2,4,N,F,33,A,-,W,-,-,O,-,3,-,-,"- ",,,-,-,0,1,B,,-,L,04,,H,,-,-,2015
7101857,1,1,Y,F,23,A,-,N,M,G,N,-,3,-,-,"- ",,,N,-,0,0,D,1991,LEXUS,A,01,,B,,-,-,2015
7101857,2,4,N,F,8,A,-,N,-,-,O,-,3,-,-,"- ",,,N,-,0,1,B,,-,L,04,,W,,-,-,2015
7100072,1,4,Y,M,40,A,-,N,-,-,O,-,3,-,-,"- ",,,N,-,0,1,Q,,-,L,04,,B,,-,-,2015
7100072,2,1,N,M,23,A,-,E,P,W,Y,-,3,-,-,"- ",,,N,-,0,0,B,2009,KAWASAKI,C,02,,H,,-,-,2015
7100808,1,4,Y,F,19,A,-,S,-,-,O,-,C,-,-,"- ",,,-,-,0,1,Q,,-,L,,,W,,-,-,2014
7100808,2,4,N,M,35,A,-,E,-,-,O,-,C,-,-,"- ",,,N,-,0,0,D,,-,L,,,W,,-,-,2014
7110785,1,1,Y,-,998,G,G,S,-,-,,-,-,-,-,"- ",,,M,-,0,0,E,2016,DODGE,A,07,,,,-,-,2015
7110785,2,4,N,M,41,A,-,E,-,-,O,-,3,-,-,"- ",,,N,-,0,1,B,,-,L,04,,W,,-,-,2015
7110791,1,4,N,F,28,A,-,E,-,-,O,-,3,-,-,"- ",,,N,-,0,1,E,,-,L,04,,W,,-,-,2015
7110791,2,1,N,F,42,A,-,W,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,B,2015,KIA,A,01,,W,,-,-,2015
7100960,1,1,Y,M,40,A,-,N,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,K,2013,"LAND ROVER",A,07,,O,,-,-,2014
7100960,2,4,N,M,22,-,,N,-,-,O,-,-,-,-,"- ",,,-,-,0,1,-,,-,L,04,,H,,-,-,2014
7036383,1,1,Y,F,77,A,-,S,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,B,1999,BMW,A,01,,W,,-,-,2014
7036383,2,4,N,M,27,A,-,S,-,-,O,-,3,-,-,"- ",,,M,-,0,1,B,,-,L,04,,O,,-,-,2014
7039757,1,4,Y,M,998,G,G,S,-,-,O,-,3,-,-,"- ",,,-,-,0,0,B,,-,L,04,,W,,-,-,2015
7039757,2,2,N,M,59,A,-,W,-,-,O,-,3,-,-,"- ",,,N,-,0,1,B,,-,N,60,,W,,-,-,2015
7041372,1,4,Y,M,38,A,-,W,-,-,O,-,3,-,-,"- ",,,N,-,0,1,B,,-,L,04,,A,,-,-,2015
7052950,1,4,Y,M,34,A,-,S,-,-,O,-,3,-,-,"- ",,,-,-,0,1,B,,-,L,04,,W,,-,-,2015
7052950,2,1,N,M,83,A,-,N,M,B,Y,-,3,-,-,"- ",,,-,-,0,0,E,2014,TOYOTA,A,01,,A,,-,-,2015
7060113,1,4,N,M,29,A,-,E,-,-,O,-,3,-,,29,21755,,A,N,0,1,B,,-,L,04,,W,,-,-,2015
7060113,2,1,N,M,42,A,-,E,M,C,Y,-,3,-,,27,21752,D,A,N,0,0,D,2007,CADILLAC,A,01,,B,,-,-,2015
7060130,1,1,Y,F,29,A,-,S,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,F,1995,HONDA,A,01,,O,,-,-,2015
7060130,2,4,N,M,44,A,-,E,-,-,O,-,3,-,-,"- ",,,N,-,0,1,B,,-,L,04,,O,,-,-,2015
7089795,1,2,Y,F,22,A,-,N,-,-,O,-,1,-,-,"- ",,,N,-,0,1,L,,-,N,60,,H,,-,-,2015
7089795,2,4,N,M,21,A,-,E,-,-,O,-,3,-,-,"- ",,,N,-,0,1,B,,-,L,04,,O,,-,-,2015
7089813,1,1,Y,M,25,A,-,N,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,G,2015,TOYOTA,A,01,,A,,-,-,2015
7089813,2,4,N,M,40,A,-,E,-,-,O,-,3,-,-,"- ",,,-,-,0,1,B,,-,L,04,,O,,-,-,2015
7089830,1,4,Y,M,36,A,-,S,-,-,O,-,3,-,-,"- ",,,N,-,0,1,B,,-,L,04,,B,,-,-,2015
7089830,2,1,N,M,23,A,-,N,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,B,2005,TOYOTA,A,07,,O,,-,-,2015
7110715,1,4,Y,F,56,A,-,S,P,-,O,-,3,-,,25,22350,,A,-,0,1,E,,-,L,04,,W,,-,-,2015
7110715,2,1,N,M,56,A,-,N,M,C,Y,-,3,-,-,"- ",,,N,-,0,0,D,2014,FORD,D,22,,B,,-,-,2015
7110740,1,4,Y,M,50,A,-,N,-,-,O,-,3,-,-,"- ",,,N,-,0,1,K,,"MOTO GUZZI",L,04,,H,,-,-,2015
7110740,2,1,N,F,31,A,-,N,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,B,2014,TOYOTA,A,01,,O,,-,-,2015
7100737,1,1,Y,M,27,-,E,E,M,-,N,-,3,-,,25,22350,,A,-,0,0,B,2006,BMW,A,01,,A,,-,-,2014
7100737,2,4,N,M,54,A,-,E,-,-,O,-,3,-,-,"- ",,,N,-,0,1,B,,-,L,04,,W,,-,-,2014
7173524,1,1,Y,F,998,G,G,S,-,B,N,-,-,-,-,"- ",,,-,-,0,0,B,,TOYOTA,A,01,,O,,-,-,2016
7173524,2,4,N,M,38,G,G,W,-,-,O,-,3,-,-,"- ",,,N,-,0,1,B,,-,L,04,,W,,-,-,2016
7173547,1,1,N,F,59,A,-,E,M,H,Y,-,3,-,-,"- ",,,N,-,0,0,A,2012,MITSUBISHI,A,01,,W,,-,-,2016
7173547,2,4,N,M,18,A,-,E,-,-,O,-,3,-,-,"- ",,,N,-,0,1,B,,-,L,04,,H,,-,-,2016
7173610,1,4,Y,F,29,A,-,N,-,-,O,-,3,-,-,"- ",,,N,-,0,1,H,,-,L,04,,W,,-,-,2016
7173610,2,1,N,F,42,A,-,N,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,A,2008,TOYOTA,A,01,,W,,-,-,2016
7100764,1,4,Y,M,16,A,-,W,-,-,O,-,3,-,-,"- ",,,K,-,0,1,E,,-,L,04,,A,,-,-,2014
7100764,2,1,N,M,69,A,-,W,-,-,Y,-,3,-,-,"- ",,,N,-,0,0,B,2010,LEXUS,A,01,,A,,-,-,2014
7101098,1,4,Y,M,27,A,-,W,-,-,O,-,3,-,-,"- ",,,N,-,0,1,B,,-,L,04,,W,,-,-,2014
7101098,2,1,N,M,24,A,-,S,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,B,2008,MAZDA,A,01,,A,,-,-,2014
7059912,1,1,Y,F,38,A,-,E,M,P,Y,-,3,-,-,"- ",,,N,-,0,0,O,2010,TOYOTA,A,07,,A,,-,-,2015
7059912,2,4,N,M,33,A,-,E,-,-,O,-,3,-,-,"- ",,,N,-,0,1,B,,-,L,04,,H,,-,-,2015
7202031,1,1,Y,M,998,A,-,S,-,-,,-,-,-,-,"- ",,,G,-,0,0,J,2009,TOYOTA,A,01,,H,,-,-,2016
7202031,2,4,N,F,28,A,-,S,-,-,O,-,3,-,-,"- ",,,N,-,0,1,B,,-,L,04,,W,,-,-,2016
7202071,1,4,Y,F,24,C,-,N,-,-,O,-,3,-,-,"- ",,,N,-,0,1,E,,"OTHER - DOMESTIC",L,04,,W,,-,-,2016
7202071,2,1,N,M,51,C,-,E,N,B,Y,-,3,-,-,"- ",,,N,-,0,0,B,2006,BMW,A,01,,A,,-,-,2016
7101101,1,1,N,M,48,G,G,S,M,P,,-,3,-,,22,22400,A,A,N,0,0,A,2004,AUDI,A,01,,W,,-,-,2014
7101101,2,4,N,M,31,A,-,S,-,-,O,-,3,-,-,"- ",,,N,-,0,1,B,,-,L,04,,W,,-,-,2014
7101101,3,5,Y,-,998,A,-,S,-,-,O,-,3,-,-,"- ",,,-,-,0,0,A,,-,-,,,,,-,-,2014
7060048,1,4,Y,M,30,A,-,E,-,-,O,-,3,-,,25,22350,,A,-,0,1,B,,-,L,04,,W,,-,-,2015
7060048,2,1,N,F,24,A,-,E,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,D,2003,SUBARU,A,01,,W,,-,-,2015
7101103,1,1,Y,F,998,G,G,W,-,B,,-,-,-,-,"- ",,,M,-,0,0,E,2013,BMW,A,07,,,,-,-,2014
7101103,2,4,N,F,16,G,G,E,-,-,O,-,3,-,-,"- ",,,N,-,0,1,B,,-,L,04,,A,,-,-,2014
7101163,1,1,Y,M,35,A,-,N,M,G,N,-,3,-,,47,12500,A,A,-,0,0,B,2003,FORD,A,07,,H,,-,-,2014
7101163,2,4,N,M,46,A,-,E,-,-,O,-,3,-,-,"- ",,,N,-,0,1,B,,-,L,04,,A,,-,-,2014
7101237,1,1,Y,M,998,G,G,W,-,-,N,-,3,-,-,"- ",,,N,-,0,0,B,,-,I,10,,B,,-,-,2015
7101237,2,4,N,M,35,A,-,W,-,-,O,-,3,-,-,"- ",,,N,-,0,1,B,,-,L,04,,W,,-,-,2015
8020468,1,4,Y,F,25,A,-,S,-,-,O,-,3,-,,44,21753,,A,N,0,1,I,,-,L,04,,W,,-,-,2016
8020468,2,1,N,M,39,A,-,S,G,L,N,-,3,-,-,"- ",,,N,-,0,0,A,2011,BMW,A,01,,W,,-,-,2016
7101242,1,4,Y,M,53,A,-,E,-,-,O,-,3,-,-,"- ",,,N,-,0,1,B,,-,L,04,,W,,-,-,2015
